"V1","V2","V3"
"Royal Kush","Tahoe OG","0"
"Royal Kush","Tangerine Dream","0"
"Royal Kush","Tangerine Kush","0"
"Royal Kush","Tangie","0.125"
"Royal Kush","The Black","0"
"Royal Kush","The Flav","0"
"Royal Kush","Thin Mint Girl Scout Cookies","0"
"Royal Kush","Tres Dawg","0"
"Royal Kush","UK Cheese","0.25"
"Royal Kush","Ultra Sonja","0.125"
"Royal Kush","Vanilla Kush","0"
"Royal Kush","Vortex","0"
"Royal Kush","Warlock","0.125"
"Royal Kush","West Coast Dawg","0"
"Royal Kush","White Fire","0"
"Royal Kush","White Moonshine","0"
"Royal Kush","White Purple Urkel","0"
"Royal Kush","White Rhino","0"
"Royal Kush","White Russian","0"
"Royal Kush","White Widow","0"
"Royal Kush","William's Wonder","0"
"Royal Kush","Willie Nelson","0"
"Royal Kush","XJ-13","0"
"Royal Kush","green queen","0.125"
"Royal Kush","purple arrow","0"
"Royal Kush","wally og","0"
"Royal Kush","white nightmare","0"
"S.A.G.E.","#1","0"
"S.A.G.E.","A-K","0"
"S.A.G.E.","Ace of Spades","0"
"S.A.G.E.","Acid","0"
"S.A.G.E.","Afghan\/Skunk","0"
"S.A.G.E.","Afghani Hawaiian","0"
"S.A.G.E.","Afgoo","0"
"S.A.G.E.","Agent Orange","0"
"S.A.G.E.","Alaskan Ice","0"
"S.A.G.E.","Alien Dawg","0"
"S.A.G.E.","Alien Kush","0"
"S.A.G.E.","Alien OG","0"
"S.A.G.E.","Animal Cookies","0"
"S.A.G.E.","Apollo 13","0"
"S.A.G.E.","Banana Kush","0"
"S.A.G.E.","Berkeley","0"
"S.A.G.E.","Berkeley Blues","0"
"S.A.G.E.","Berry White","0"
"S.A.G.E.","Bio Diesel Mass","0"
"S.A.G.E.","Bio-Diesel","0"
"S.A.G.E.","Blackberry","0"
"S.A.G.E.","Blackberry Kush","0"
"S.A.G.E.","Blood Wreck","0"
"S.A.G.E.","Blowfish","0"
"S.A.G.E.","Blue Cheese","0"
"S.A.G.E.","Blue City Diesel","0"
"S.A.G.E.","Blue Diesel","0"
"S.A.G.E.","Blue Dream","0"
"S.A.G.E.","Blue Magoo","0"
"S.A.G.E.","Blue Widow","0"
"S.A.G.E.","Blueberry Kush","0"
"S.A.G.E.","Blueberry Line","0"
"S.A.G.E.","Blueberry OG","0"
"S.A.G.E.","Bruce Banner","0"
"S.A.G.E.","Bubba Kush","0"
"S.A.G.E.","Bubba OG","0"
"S.A.G.E.","California Sour","0"
"S.A.G.E.","Candy Kush","0"
"S.A.G.E.","Candyland","0"
"S.A.G.E.","Cannadential","0"
"S.A.G.E.","Cannalope Haze","0"
"S.A.G.E.","Cannatonic","0"
"S.A.G.E.","Casey Jones","0"
"S.A.G.E.","Cataract Kush","0"
"S.A.G.E.","Charles Kush","0"
"S.A.G.E.","Cheese Quake","0"
"S.A.G.E.","Chem Valley Kush","0"
"S.A.G.E.","Chemdog Sour Diesel","0"
"S.A.G.E.","Chemmy Jones","0"
"S.A.G.E.","Chernobyl","0"
"S.A.G.E.","Cherry Pie","0"
"S.A.G.E.","Chocolope","0"
"S.A.G.E.","Cinderella 88","0"
"S.A.G.E.","Cinderella 99","0"
"S.A.G.E.","Cinex","0"
"S.A.G.E.","Colombian Gold","0"
"S.A.G.E.","Cookies and Cream","0"
"S.A.G.E.","Corleone Kush","0"
"S.A.G.E.","Cotton Candy","0"
"S.A.G.E.","Critical Kush","0"
"S.A.G.E.","Critical Mass","0"
"S.A.G.E.","DNL","0"
"S.A.G.E.","Dairy Queen","0"
"S.A.G.E.","DeadHead OG","0"
"S.A.G.E.","Death Star","0"
"S.A.G.E.","Diesel","0"
"S.A.G.E.","Diesel Ryder","0"
"S.A.G.E.","Double Dawg","0"
"S.A.G.E.","Dutch Hawaiian","0"
"S.A.G.E.","Dynamite","0"
"S.A.G.E.","Fire OG","0"
"S.A.G.E.","Flo","0"
"S.A.G.E.","Floral Line","0"
"S.A.G.E.","Fruity Pebbles","0"
"S.A.G.E.","G-13 Haze","0"
"S.A.G.E.","G-13 Haze NYC Diesel","0"
"S.A.G.E.","Ghost Train Haze #1","0"
"S.A.G.E.","Girl Scout Cookies","0"
"S.A.G.E.","Glass Slipper","0"
"S.A.G.E.","God's Gift","0"
"S.A.G.E.","Golden Goat","0"
"S.A.G.E.","Gorilla Glue #4","0"
"S.A.G.E.","Grape God","0"
"S.A.G.E.","Grape Stomper","0"
"S.A.G.E.","Great White Shark","0"
"S.A.G.E.","Green Crack","0"
"S.A.G.E.","Green Ribbon","0"
"S.A.G.E.","HTAF","0"
"S.A.G.E.","Hash Plant x Northern Lights","0"
"S.A.G.E.","Hawaiian Haze","0"
"S.A.G.E.","Headband","0"
"S.A.G.E.","Hells Angel OG","0"
"S.A.G.E.","Holy Grail Kush","0"
"S.A.G.E.","Humboldt Snow","0"
"S.A.G.E.","J1","0"
"S.A.G.E.","Jack Flash","0"
"S.A.G.E.","Jack Herer","0"
"S.A.G.E.","Jack the Ripper","0"
"S.A.G.E.","Jedi Kush","0"
"S.A.G.E.","Jesus OG","0"
"S.A.G.E.","Jillybean","0"
"S.A.G.E.","Juicy Fruit","0"
"S.A.G.E.","KC 33","0"
"S.A.G.E.","Kandy Kush","0"
"S.A.G.E.","Kimbo Kush","0"
"S.A.G.E.","Kish","0"
"S.A.G.E.","Kong","0"
"S.A.G.E.","Kushberry","0"
"S.A.G.E.","LA Confidential","0"
"S.A.G.E.","LSD","0"
"S.A.G.E.","Larry OG","0"
"S.A.G.E.","Las Vegas Purple Kush","0"
"S.A.G.E.","Lee Roy","0"
"S.A.G.E.","Lemon Alien Dawg","0"
"S.A.G.E.","Lemon Diesel","0"
"S.A.G.E.","Lemon Haze","0"
"S.A.G.E.","Lemon Kush","0"
"S.A.G.E.","Lemon Thai","0"
"S.A.G.E.","Liberty Haze","0"
"S.A.G.E.","Lost Coast OG","0"
"S.A.G.E.","Lowryder #2","0"
"S.A.G.E.","Mango","0"
"S.A.G.E.","Mango Kush","0"
"S.A.G.E.","Mass","0"
"S.A.G.E.","Master Kush","0"
"S.A.G.E.","Mk-Ultra","0"
"S.A.G.E.","Mob Boss","0"
"S.A.G.E.","Moby Dick","0"
"S.A.G.E.","Moonshine Haze","0"
"S.A.G.E.","Motavation","0"
"S.A.G.E.","Mr. Nice","0"
"S.A.G.E.","NYC Diesel","0"
"S.A.G.E.","Nevil's Wreck","0"
"S.A.G.E.","Northern Lights x Haze","0"
"S.A.G.E.","Nuken","0"
"S.A.G.E.","OG Kush","0"
"S.A.G.E.","Obama Kush","0"
"S.A.G.E.","Ogre","0"
"S.A.G.E.","Orange Crush","0"
"S.A.G.E.","Orange Kush","0"
"S.A.G.E.","Orange Velvet","0"
"S.A.G.E.","Oriental Express","0"
"S.A.G.E.","Original Diesel","0"
"S.A.G.E.","Original Sour Diesel","0"
"S.A.G.E.","P50","0"
"S.A.G.E.","P75","0"
"S.A.G.E.","Permafrost","0"
"S.A.G.E.","Phantom Cookies","0"
"S.A.G.E.","Pineapple 99","0"
"S.A.G.E.","Pineapple Chunk","0"
"S.A.G.E.","Pineapple Express","0"
"S.A.G.E.","Pineapple Kush","0"
"S.A.G.E.","Pink Kush","0"
"S.A.G.E.","Pitbull","0"
"S.A.G.E.","Platinum Girl Scout Cookies","0"
"S.A.G.E.","Platinum Kush","0"
"S.A.G.E.","Platinum OG","0"
"S.A.G.E.","Plushberry","0"
"S.A.G.E.","Purple Afghani","0"
"S.A.G.E.","Purple Diesel","0"
"S.A.G.E.","Purple Elephant","0"
"S.A.G.E.","Purple Kush","0"
"S.A.G.E.","Purple Thai","0"
"S.A.G.E.","Purple Trainwreck","0"
"S.A.G.E.","Qrazy Train","0"
"S.A.G.E.","Querkle","0"
"S.A.G.E.","Rare Darkness","0"
"S.A.G.E.","ReCon","0"
"S.A.G.E.","Red Diesel","0"
"S.A.G.E.","Red Dragon","0"
"S.A.G.E.","Romulan","0"
"S.A.G.E.","Royal Kush","0"
"S.A.G.E.","S.A.G.E.","1"
"S.A.G.E.","Sage n Sour","0.5"
"S.A.G.E.","Short Term Amnesia","0"
"S.A.G.E.","Silver Haze","0"
"S.A.G.E.","Skywalker","0"
"S.A.G.E.","Skywalker OG","0"
"S.A.G.E.","Snow White","0"
"S.A.G.E.","Snowcap","0"
"S.A.G.E.","Sour Alien","0"
"S.A.G.E.","Sour Diesel","0"
"S.A.G.E.","Sour Kush","0"
"S.A.G.E.","Sour Maui","0"
"S.A.G.E.","Sour OG","0"
"S.A.G.E.","Sour Tsunami","0"
"S.A.G.E.","Sour Willie","0"
"S.A.G.E.","Space Queen","0"
"S.A.G.E.","Stardawg","0"
"S.A.G.E.","Starfighter","0"
"S.A.G.E.","Strawberry Cough","0"
"S.A.G.E.","Strawberry Diesel","0"
"S.A.G.E.","Strawberry Kush","0"
"S.A.G.E.","Sugar Plum","0"
"S.A.G.E.","Super Lemon Haze","0"
"S.A.G.E.","Super Skunk","0"
"S.A.G.E.","Sweet Pink Grapefruit","0"
"S.A.G.E.","Sweet Skunk","0"
"S.A.G.E.","Sweet Tooth","0"
"S.A.G.E.","Tahoe Alien","0"
"S.A.G.E.","Tahoe OG","0"
"S.A.G.E.","Tangerine Dream","0"
"S.A.G.E.","Tangerine Kush","0"
"S.A.G.E.","Tangie","0"
"S.A.G.E.","The Black","0"
"S.A.G.E.","The Flav","0"
"S.A.G.E.","Thin Mint Girl Scout Cookies","0"
"S.A.G.E.","Tres Dawg","0"
"S.A.G.E.","UK Cheese","0"
"S.A.G.E.","Ultra Sonja","0"
"S.A.G.E.","Vanilla Kush","0"
"S.A.G.E.","Vortex","0"
"S.A.G.E.","Warlock","0"
"S.A.G.E.","West Coast Dawg","0"
"S.A.G.E.","White Fire","0"
"S.A.G.E.","White Moonshine","0"
"S.A.G.E.","White Purple Urkel","0"
"S.A.G.E.","White Rhino","0"
"S.A.G.E.","White Russian","0"
"S.A.G.E.","White Widow","0"
"S.A.G.E.","William's Wonder","0"
"S.A.G.E.","Willie Nelson","0"
"S.A.G.E.","XJ-13","0"
"S.A.G.E.","green queen","0"
"S.A.G.E.","purple arrow","0"
"S.A.G.E.","wally og","0"
"S.A.G.E.","white nightmare","0"
"Sage n Sour","#1","0"
"Sage n Sour","A-K","0"
"Sage n Sour","Ace of Spades","0"
"Sage n Sour","Acid","0.19921875"
"Sage n Sour","Afghan\/Skunk","0"
"Sage n Sour","Afghani Hawaiian","0"
"Sage n Sour","Afgoo","0"
"Sage n Sour","Agent Orange","0"
"Sage n Sour","Alaskan Ice","0"
"Sage n Sour","Alien Dawg","0.0625"
"Sage n Sour","Alien Kush","0.046875"
"Sage n Sour","Alien OG","0.0390625"
"Sage n Sour","Animal Cookies","0.03125"
"Sage n Sour","Apollo 13","0"
"Sage n Sour","Banana Kush","0"
"Sage n Sour","Berkeley","0"
"Sage n Sour","Berkeley Blues","0"
"Sage n Sour","Berry White","0"
"Sage n Sour","Bio Diesel Mass","0.06640625"
"Sage n Sour","Bio-Diesel","0.26953125"
"Sage n Sour","Blackberry","0"
"Sage n Sour","Blackberry Kush","0.0234375"
"Sage n Sour","Blood Wreck","0"
"Sage n Sour","Blowfish","0"
"Sage n Sour","Blue Cheese","0"
"Sage n Sour","Blue City Diesel","0.1328125"
"Sage n Sour","Blue Diesel","0.033203125"
"Sage n Sour","Blue Dream","0"
"Sage n Sour","Blue Magoo","0"
"Sage n Sour","Blue Widow","0"
"Sage n Sour","Blueberry Kush","0"
"Sage n Sour","Blueberry Line","0"
"Sage n Sour","Blueberry OG","0.03125"
"Sage n Sour","Bruce Banner","0.09765625"
"Sage n Sour","Bubba Kush","0.046875"
"Sage n Sour","Bubba OG","0.0234375"
"Sage n Sour","California Sour","0"
"Sage n Sour","Candy Kush","0.03125"
"Sage n Sour","Candyland","0.015625"
"Sage n Sour","Cannadential","0"
"Sage n Sour","Cannalope Haze","0"
"Sage n Sour","Cannatonic","0"
"Sage n Sour","Casey Jones","0"
"Sage n Sour","Cataract Kush","0.03125"
"Sage n Sour","Charles Kush","0.0703125"
"Sage n Sour","Cheese Quake","0"
"Sage n Sour","Chem Valley Kush","0.0625"
"Sage n Sour","Chemdog Sour Diesel","0.328125"
"Sage n Sour","Chemmy Jones","0.0625"
"Sage n Sour","Chernobyl","0"
"Sage n Sour","Cherry Pie","0"
"Sage n Sour","Chocolope","0"
"Sage n Sour","Cinderella 88","0"
"Sage n Sour","Cinderella 99","0"
"Sage n Sour","Cinex","0"
"Sage n Sour","Colombian Gold","0"
"Sage n Sour","Cookies and Cream","0.025390625"
"Sage n Sour","Corleone Kush","0.0234375"
"Sage n Sour","Cotton Candy","0"
"Sage n Sour","Critical Kush","0.03125"
"Sage n Sour","Critical Mass","0"
"Sage n Sour","DNL","0.28125"
"Sage n Sour","Dairy Queen","0"
"Sage n Sour","DeadHead OG","0"
"Sage n Sour","Death Star","0.265625"
"Sage n Sour","Diesel","0.3984375"
"Sage n Sour","Diesel Ryder","0.1328125"
"Sage n Sour","Double Dawg","0.09375"
"Sage n Sour","Dutch Hawaiian","0"
"Sage n Sour","Dynamite","0"
"Sage n Sour","Fire OG","0.03125"
"Sage n Sour","Flo","0"
"Sage n Sour","Floral Line","0"
"Sage n Sour","Fruity Pebbles","0.01953125"
"Sage n Sour","G-13 Haze","0"
"Sage n Sour","G-13 Haze NYC Diesel","0.1328125"
"Sage n Sour","Ghost Train Haze #1","0"
"Sage n Sour","Girl Scout Cookies","0.03125"
"Sage n Sour","Glass Slipper","0"
"Sage n Sour","God's Gift","0.03125"
"Sage n Sour","Golden Goat","0"
"Sage n Sour","Gorilla Glue #4","0.0625"
"Sage n Sour","Grape God","0"
"Sage n Sour","Grape Stomper","0.1640625"
"Sage n Sour","Great White Shark","0"
"Sage n Sour","Green Crack","0"
"Sage n Sour","Green Ribbon","0"
"Sage n Sour","HTAF","0"
"Sage n Sour","Hash Plant x Northern Lights","0.09375"
"Sage n Sour","Hawaiian Haze","0"
"Sage n Sour","Headband","0.296875"
"Sage n Sour","Hells Angel OG","0.03125"
"Sage n Sour","Holy Grail Kush","0.03125"
"Sage n Sour","Humboldt Snow","0"
"Sage n Sour","J1","0"
"Sage n Sour","Jack Flash","0"
"Sage n Sour","Jack Herer","0"
"Sage n Sour","Jack the Ripper","0"
"Sage n Sour","Jedi Kush","0.1328125"
"Sage n Sour","Jesus OG","0.015625"
"Sage n Sour","Jillybean","0"
"Sage n Sour","Juicy Fruit","0"
"Sage n Sour","KC 33","0"
"Sage n Sour","Kandy Kush","0.03125"
"Sage n Sour","Kimbo Kush","0.029296875"
"Sage n Sour","Kish","0"
"Sage n Sour","Kong","0"
"Sage n Sour","Kushberry","0.03125"
"Sage n Sour","LA Confidential","0"
"Sage n Sour","LSD","0"
"Sage n Sour","Larry OG","0.03125"
"Sage n Sour","Las Vegas Purple Kush","0.09375"
"Sage n Sour","Lee Roy","0"
"Sage n Sour","Lemon Alien Dawg","0.03125"
"Sage n Sour","Lemon Diesel","0.03125"
"Sage n Sour","Lemon Haze","0"
"Sage n Sour","Lemon Kush","0"
"Sage n Sour","Lemon Thai","0"
"Sage n Sour","Liberty Haze","0.0625"
"Sage n Sour","Lost Coast OG","0.0625"
"Sage n Sour","Lowryder #2","0"
"Sage n Sour","Mango","0"
"Sage n Sour","Mango Kush","0"
"Sage n Sour","Mass","0"
"Sage n Sour","Master Kush","0"
"Sage n Sour","Mk-Ultra","0.03125"
"Sage n Sour","Mob Boss","0.0625"
"Sage n Sour","Moby Dick","0"
"Sage n Sour","Moonshine Haze","0"
"Sage n Sour","Motavation","0"
"Sage n Sour","Mr. Nice","0"
"Sage n Sour","NYC Diesel","0.265625"
"Sage n Sour","Nevil's Wreck","0"
"Sage n Sour","Northern Lights x Haze","0.09375"
"Sage n Sour","Nuken","0"
"Sage n Sour","OG Kush","0.0625"
"Sage n Sour","Obama Kush","0.03125"
"Sage n Sour","Ogre","0"
"Sage n Sour","Orange Crush","0"
"Sage n Sour","Orange Kush","0.03125"
"Sage n Sour","Orange Velvet","0"
"Sage n Sour","Oriental Express","0"
"Sage n Sour","Original Diesel","0.28125"
"Sage n Sour","Original Sour Diesel","0.3984375"
"Sage n Sour","P50","0"
"Sage n Sour","P75","0"
"Sage n Sour","Permafrost","0"
"Sage n Sour","Phantom Cookies","0"
"Sage n Sour","Pineapple 99","0"
"Sage n Sour","Pineapple Chunk","0"
"Sage n Sour","Pineapple Express","0"
"Sage n Sour","Pineapple Kush","0"
"Sage n Sour","Pink Kush","0"
"Sage n Sour","Pitbull","0"
"Sage n Sour","Platinum Girl Scout Cookies","0.03125"
"Sage n Sour","Platinum Kush","0"
"Sage n Sour","Platinum OG","0.03125"
"Sage n Sour","Plushberry","0"
"Sage n Sour","Purple Afghani","0"
"Sage n Sour","Purple Diesel","0.265625"
"Sage n Sour","Purple Elephant","0"
"Sage n Sour","Purple Kush","0"
"Sage n Sour","Purple Thai","0"
"Sage n Sour","Purple Trainwreck","0"
"Sage n Sour","Qrazy Train","0"
"Sage n Sour","Querkle","0"
"Sage n Sour","Rare Darkness","0"
"Sage n Sour","ReCon","0"
"Sage n Sour","Red Diesel","0.1328125"
"Sage n Sour","Red Dragon","0"
"Sage n Sour","Romulan","0"
"Sage n Sour","Royal Kush","0"
"Sage n Sour","S.A.G.E.","0.5"
"Sage n Sour","Sage n Sour","1"
"Sage n Sour","Short Term Amnesia","0"
"Sage n Sour","Silver Haze","0.046875"
"Sage n Sour","Skywalker","0"
"Sage n Sour","Skywalker OG","0.03125"
"Sage n Sour","Snow White","0"
"Sage n Sour","Snowcap","0"
"Sage n Sour","Sour Alien","0.22265625"
"Sage n Sour","Sour Diesel","0.53125"
"Sage n Sour","Sour Kush","0.296875"
"Sage n Sour","Sour Maui","0.265625"
"Sage n Sour","Sour OG","0.265625"
"Sage n Sour","Sour Tsunami","0.46484375"
"Sage n Sour","Sour Willie","0.265625"
"Sage n Sour","Space Queen","0"
"Sage n Sour","Stardawg","0.1171875"
"Sage n Sour","Starfighter","0.03515625"
"Sage n Sour","Strawberry Cough","0"
"Sage n Sour","Strawberry Diesel","0.1328125"
"Sage n Sour","Strawberry Kush","0.015625"
"Sage n Sour","Sugar Plum","0"
"Sage n Sour","Super Lemon Haze","0"
"Sage n Sour","Super Skunk","0"
"Sage n Sour","Sweet Pink Grapefruit","0"
"Sage n Sour","Sweet Skunk","0.046875"
"Sage n Sour","Sweet Tooth","0"
"Sage n Sour","Tahoe Alien","0.0390625"
"Sage n Sour","Tahoe OG","0.03125"
"Sage n Sour","Tangerine Dream","0"
"Sage n Sour","Tangerine Kush","0"
"Sage n Sour","Tangie","0"
"Sage n Sour","The Black","0"
"Sage n Sour","The Flav","0"
"Sage n Sour","Thin Mint Girl Scout Cookies","0.03125"
"Sage n Sour","Tres Dawg","0.109375"
"Sage n Sour","UK Cheese","0"
"Sage n Sour","Ultra Sonja","0"
"Sage n Sour","Vanilla Kush","0"
"Sage n Sour","Vortex","0"
"Sage n Sour","Warlock","0"
"Sage n Sour","West Coast Dawg","0.0625"
"Sage n Sour","White Fire","0"
"Sage n Sour","White Moonshine","0"
"Sage n Sour","White Purple Urkel","0"
"Sage n Sour","White Rhino","0"
"Sage n Sour","White Russian","0"
"Sage n Sour","White Widow","0"
"Sage n Sour","William's Wonder","0"
"Sage n Sour","Willie Nelson","0"
"Sage n Sour","XJ-13","0"
"Sage n Sour","green queen","0"
"Sage n Sour","purple arrow","0"
"Sage n Sour","wally og","0"
"Sage n Sour","white nightmare","0"
"Short Term Amnesia","#1","0"
"Short Term Amnesia","A-K","0"
"Short Term Amnesia","Ace of Spades","0"
"Short Term Amnesia","Acid","0"
"Short Term Amnesia","Afghan\/Skunk","0"
"Short Term Amnesia","Afghani Hawaiian","0"
"Short Term Amnesia","Afgoo","0"
"Short Term Amnesia","Agent Orange","0"
"Short Term Amnesia","Alaskan Ice","0"
"Short Term Amnesia","Alien Dawg","0"
"Short Term Amnesia","Alien Kush","0"
"Short Term Amnesia","Alien OG","0"
"Short Term Amnesia","Animal Cookies","0"
"Short Term Amnesia","Apollo 13","0"
"Short Term Amnesia","Banana Kush","0"
"Short Term Amnesia","Berkeley","0"
"Short Term Amnesia","Berkeley Blues","0"
"Short Term Amnesia","Berry White","0"
"Short Term Amnesia","Bio Diesel Mass","0.125"
"Short Term Amnesia","Bio-Diesel","0"
"Short Term Amnesia","Blackberry","0"
"Short Term Amnesia","Blackberry Kush","0"
"Short Term Amnesia","Blood Wreck","0"
"Short Term Amnesia","Blowfish","0"
"Short Term Amnesia","Blue Cheese","0"
"Short Term Amnesia","Blue City Diesel","0"
"Short Term Amnesia","Blue Diesel","0.0625"
"Short Term Amnesia","Blue Dream","0"
"Short Term Amnesia","Blue Magoo","0"
"Short Term Amnesia","Blue Widow","0"
"Short Term Amnesia","Blueberry Kush","0.25"
"Short Term Amnesia","Blueberry Line","0"
"Short Term Amnesia","Blueberry OG","0"
"Short Term Amnesia","Bruce Banner","0"
"Short Term Amnesia","Bubba Kush","0"
"Short Term Amnesia","Bubba OG","0"
"Short Term Amnesia","California Sour","0"
"Short Term Amnesia","Candy Kush","0"
"Short Term Amnesia","Candyland","0"
"Short Term Amnesia","Cannadential","0"
"Short Term Amnesia","Cannalope Haze","0"
"Short Term Amnesia","Cannatonic","0"
"Short Term Amnesia","Casey Jones","0"
"Short Term Amnesia","Cataract Kush","0"
"Short Term Amnesia","Charles Kush","0"
"Short Term Amnesia","Cheese Quake","0"
"Short Term Amnesia","Chem Valley Kush","0"
"Short Term Amnesia","Chemdog Sour Diesel","0"
"Short Term Amnesia","Chemmy Jones","0"
"Short Term Amnesia","Chernobyl","0"
"Short Term Amnesia","Cherry Pie","0"
"Short Term Amnesia","Chocolope","0"
"Short Term Amnesia","Cinderella 88","0"
"Short Term Amnesia","Cinderella 99","0"
"Short Term Amnesia","Cinex","0"
"Short Term Amnesia","Colombian Gold","0"
"Short Term Amnesia","Cookies and Cream","0"
"Short Term Amnesia","Corleone Kush","0"
"Short Term Amnesia","Cotton Candy","0"
"Short Term Amnesia","Critical Kush","0"
"Short Term Amnesia","Critical Mass","0"
"Short Term Amnesia","DNL","0"
"Short Term Amnesia","Dairy Queen","0"
"Short Term Amnesia","DeadHead OG","0"
"Short Term Amnesia","Death Star","0"
"Short Term Amnesia","Diesel","0"
"Short Term Amnesia","Diesel Ryder","0"
"Short Term Amnesia","Double Dawg","0"
"Short Term Amnesia","Dutch Hawaiian","0"
"Short Term Amnesia","Dynamite","0"
"Short Term Amnesia","Fire OG","0"
"Short Term Amnesia","Flo","0"
"Short Term Amnesia","Floral Line","0"
"Short Term Amnesia","Fruity Pebbles","0"
"Short Term Amnesia","G-13 Haze","0"
"Short Term Amnesia","G-13 Haze NYC Diesel","0"
"Short Term Amnesia","Ghost Train Haze #1","0"
"Short Term Amnesia","Girl Scout Cookies","0"
"Short Term Amnesia","Glass Slipper","0"
"Short Term Amnesia","God's Gift","0"
"Short Term Amnesia","Golden Goat","0"
"Short Term Amnesia","Gorilla Glue #4","0"
"Short Term Amnesia","Grape God","0"
"Short Term Amnesia","Grape Stomper","0"
"Short Term Amnesia","Great White Shark","0"
"Short Term Amnesia","Green Crack","0"
"Short Term Amnesia","Green Ribbon","0"
"Short Term Amnesia","HTAF","0"
"Short Term Amnesia","Hash Plant x Northern Lights","0"
"Short Term Amnesia","Hawaiian Haze","0"
"Short Term Amnesia","Headband","0"
"Short Term Amnesia","Hells Angel OG","0"
"Short Term Amnesia","Holy Grail Kush","0"
"Short Term Amnesia","Humboldt Snow","0"
"Short Term Amnesia","J1","0"
"Short Term Amnesia","Jack Flash","0"
"Short Term Amnesia","Jack Herer","0"
"Short Term Amnesia","Jack the Ripper","0"
"Short Term Amnesia","Jedi Kush","0"
"Short Term Amnesia","Jesus OG","0"
"Short Term Amnesia","Jillybean","0"
"Short Term Amnesia","Juicy Fruit","0"
"Short Term Amnesia","KC 33","0"
"Short Term Amnesia","Kandy Kush","0"
"Short Term Amnesia","Kimbo Kush","0"
"Short Term Amnesia","Kish","0"
"Short Term Amnesia","Kong","0"
"Short Term Amnesia","Kushberry","0"
"Short Term Amnesia","LA Confidential","0"
"Short Term Amnesia","LSD","0"
"Short Term Amnesia","Larry OG","0"
"Short Term Amnesia","Las Vegas Purple Kush","0"
"Short Term Amnesia","Lee Roy","0"
"Short Term Amnesia","Lemon Alien Dawg","0"
"Short Term Amnesia","Lemon Diesel","0"
"Short Term Amnesia","Lemon Haze","0.25"
"Short Term Amnesia","Lemon Kush","0"
"Short Term Amnesia","Lemon Thai","0"
"Short Term Amnesia","Liberty Haze","0"
"Short Term Amnesia","Lost Coast OG","0"
"Short Term Amnesia","Lowryder #2","0"
"Short Term Amnesia","Mango","0"
"Short Term Amnesia","Mango Kush","0"
"Short Term Amnesia","Mass","0.25"
"Short Term Amnesia","Master Kush","0"
"Short Term Amnesia","Mk-Ultra","0"
"Short Term Amnesia","Mob Boss","0"
"Short Term Amnesia","Moby Dick","0"
"Short Term Amnesia","Moonshine Haze","0.25"
"Short Term Amnesia","Motavation","0"
"Short Term Amnesia","Mr. Nice","0"
"Short Term Amnesia","NYC Diesel","0"
"Short Term Amnesia","Nevil's Wreck","0"
"Short Term Amnesia","Northern Lights x Haze","0"
"Short Term Amnesia","Nuken","0"
"Short Term Amnesia","OG Kush","0"
"Short Term Amnesia","Obama Kush","0"
"Short Term Amnesia","Ogre","0.25"
"Short Term Amnesia","Orange Crush","0"
"Short Term Amnesia","Orange Kush","0"
"Short Term Amnesia","Orange Velvet","0"
"Short Term Amnesia","Oriental Express","0"
"Short Term Amnesia","Original Diesel","0"
"Short Term Amnesia","Original Sour Diesel","0"
"Short Term Amnesia","P50","0"
"Short Term Amnesia","P75","0"
"Short Term Amnesia","Permafrost","0"
"Short Term Amnesia","Phantom Cookies","0"
"Short Term Amnesia","Pineapple 99","0"
"Short Term Amnesia","Pineapple Chunk","0"
"Short Term Amnesia","Pineapple Express","0"
"Short Term Amnesia","Pineapple Kush","0"
"Short Term Amnesia","Pink Kush","0"
"Short Term Amnesia","Pitbull","0"
"Short Term Amnesia","Platinum Girl Scout Cookies","0"
"Short Term Amnesia","Platinum Kush","0"
"Short Term Amnesia","Platinum OG","0"
"Short Term Amnesia","Plushberry","0"
"Short Term Amnesia","Purple Afghani","0"
"Short Term Amnesia","Purple Diesel","0"
"Short Term Amnesia","Purple Elephant","0"
"Short Term Amnesia","Purple Kush","0"
"Short Term Amnesia","Purple Thai","0"
"Short Term Amnesia","Purple Trainwreck","0"
"Short Term Amnesia","Qrazy Train","0"
"Short Term Amnesia","Querkle","0"
"Short Term Amnesia","Rare Darkness","0"
"Short Term Amnesia","ReCon","0"
"Short Term Amnesia","Red Diesel","0"
"Short Term Amnesia","Red Dragon","0"
"Short Term Amnesia","Romulan","0"
"Short Term Amnesia","Royal Kush","0"
"Short Term Amnesia","S.A.G.E.","0"
"Short Term Amnesia","Sage n Sour","0"
"Short Term Amnesia","Short Term Amnesia","1"
"Short Term Amnesia","Silver Haze","0"
"Short Term Amnesia","Skywalker","0"
"Short Term Amnesia","Skywalker OG","0"
"Short Term Amnesia","Snow White","0"
"Short Term Amnesia","Snowcap","0"
"Short Term Amnesia","Sour Alien","0"
"Short Term Amnesia","Sour Diesel","0"
"Short Term Amnesia","Sour Kush","0"
"Short Term Amnesia","Sour Maui","0"
"Short Term Amnesia","Sour OG","0"
"Short Term Amnesia","Sour Tsunami","0"
"Short Term Amnesia","Sour Willie","0"
"Short Term Amnesia","Space Queen","0"
"Short Term Amnesia","Stardawg","0"
"Short Term Amnesia","Starfighter","0"
"Short Term Amnesia","Strawberry Cough","0"
"Short Term Amnesia","Strawberry Diesel","0"
